idTweet,idUser,idRetweet,createdAt,urlEnd,source
6.80694E+17,262671176,6.80756E+17,26/12/2015,/status/680756454161264640,Twitter Web Client
6.80694E+17,310357795,6.80694E+17,26/12/2015,/status/680694484678668288,Twitter for Android
6.80349E+17,313817360,6.80667E+17,26/12/2015,/status/680666537993330688,Twitter for iPhone
6.80349E+17,262671176,6.80461E+17,25/12/2015,/status/680460878244909056,Twitter Web Client
6.60803E+17,47647150,6.72718E+17,04/12/2015,/status/672718175943962624,Twitter Web Client
6.60803E+17,110425971,6.71972E+17,02/12/2015,/status/671971877104058368,Twitter Web Client
6.60803E+17,400099270,6.6203E+17,04/11/2015,/status/662030151346204672,Twitter Web Client
6.60803E+17,3293837212,6.61637E+17,03/11/2015,/status/661637358257872901,Twitter for Android
6.60803E+17,176104161,6.61636E+17,03/11/2015,/status/661636288882282497,Twitter for iPhone
6.60803E+17,618320033,6.60892E+17,01/11/2015,/status/660891519222751232,Twitter Web Client
6.60803E+17,171917152,6.60821E+17,01/11/2015,/status/660821230841438208,Twitter for Windows Phone
6.60803E+17,302948564,6.60808E+17,01/11/2015,/status/660807502091714560,Twitter Web Client
6.60803E+17,988926512,6.60807E+17,01/11/2015,/status/660806791077449729,Twitter Web Client
6.60803E+17,126728014,6.60806E+17,01/11/2015,/status/660805814077284353,Twitter for iPhone
6.71827E+17,848950321,6.7196E+17,02/12/2015,/status/671959690654441472,Twitter for iPhone
6.71827E+17,898433816,6.71844E+17,02/12/2015,/status/671843641674088448,Twitter Web Client
6.72155E+17,2417682510,6.77052E+17,16/12/2015,/status/677051808200728576,Twitter for Android
6.72155E+17,2919350415,6.72771E+17,04/12/2015,/status/672771387254251521,Mobile Web (M2)
6.72155E+17,1698293742,6.72159E+17,02/12/2015,/status/672158953011286016,Twitter Web Client
6.72155E+17,898433816,6.72158E+17,02/12/2015,/status/672158185537564672,Twitter Web Client
6.72512E+17,2417682510,6.77052E+17,16/12/2015,/status/677051820825513984,Twitter for Android
6.72512E+17,182858862,6.73683E+17,07/12/2015,/status/673683402680352768,Twitter for iPhone
6.72512E+17,298040213,6.73563E+17,06/12/2015,/status/673562769929707521,Twitter Web Client
6.72512E+17,121468512,6.73558E+17,06/12/2015,/status/673557583857340416,Twitter for iPhone
6.72512E+17,262671176,6.72753E+17,04/12/2015,/status/672753382692683776,Twitter Web Client
6.72512E+17,848950321,6.72711E+17,04/12/2015,/status/672711128812777472,Twitter Web Client
6.75745E+17,1215543746,6.75981E+17,13/12/2015,/status/675981464706654208,Twitter for Android
6.75745E+17,299883408,6.75981E+17,13/12/2015,/status/675980502613008384,Twitter Web Client
6.75745E+17,2293828150,6.75933E+17,13/12/2015,/status/675932735257632768,Twitter for iPhone
6.75745E+17,898433816,6.75795E+17,12/12/2015,/status/675794877129576448,Twitter Web Client
