_id,idTweet,idUser,replyIdTweet,replyIdUser,text,createdAt,url,source,lang,nbRetweet,nbFavorites,quotedIdTweet,quotedIdUser
660485fa26e6dce239866969,674587641552179200,262671176,6.745869666844959e+17,262671176.0,#SocioNoel Corcuff a publié une version ultra-condensée en tout petit format : https://t.co/YRxLa1VB74,09/12/15,https://twitter.com/sociosauvage/status/674587641552179200,Twitter Web Client,fr,2,0,,
660485fa26e6dce239866989,671741263482363904,468761902,6.717410217814016e+17,468761902.0,1er #SocioNoel : Le Don de Marcel Mauss parce que les conclusions ont blow my mind et que c'est le premier ouvrage que j'ai étudié en entier,01/12/15,https://twitter.com/Nathanarchiste/status/671741263482363904,Twitter Web Client,fr,4,6,,
660485fa26e6dce2398669a6,673104416841580545,1522114842,6.731038165611602e+17,1522114842.0,"-expressionniste Der Sturm en 1913 (en ""surbrillance"") : https://t.co/6xShD0H1eg  #SocioNoel",05/12/15,https://twitter.com/MissaAndriana/status/673104416841580545,Twitter Web Client,fr,1,3,,
660485fa26e6dce2398669be,676018972177907712,898433816,6.757186499744973e+17,898433816.0,"#SocioNoël du dimanche 13/12 : Le blog ""Émile, on bande ?"" de @sociobd. https://t.co/F28FnT1acR",13/12/15,https://twitter.com/CobbleAndFrame/status/676018972177907712,Twitter Web Client,fr,0,1,,
660485fa26e6dce2398669bf,676315885888491520,898433816,6.760189721779077e+17,898433816.0,"#SocioNoël, 14/12 : Daniel Cefaï, ""Making Sense of Politics in Public Spaces"" (dans ""Schutzian Social Science). https://t.co/OMSPVNnEiq",14/12/15,https://twitter.com/CobbleAndFrame/status/676315885888491520,Twitter Web Client,da,1,1,,
660485fa26e6dce2398669c3,677980828136247296,898433816,6.774401540432896e+17,898433816.0,"En retard, le #SocioNoël du 18/12 sera Julie Peteet, ""Landscapes of hope and despair"" https://t.co/YN78AL0RhW",18/12/15,https://twitter.com/CobbleAndFrame/status/677980828136247296,Twitter Web Client,en,0,2,,
660485fa26e6dce2398669c4,678279333060980736,898433816,6.779808281362473e+17,898433816.0,"#SocioNoël, 19/12 : Rosemary Sayigh, ""The Palestinians: From peasants to revolutionaries"" https://t.co/VvH54wF2Md",19/12/15,https://twitter.com/CobbleAndFrame/status/678279333060980736,Twitter Web Client,en,0,0,,
660485fa26e6dce2398669c5,678536478478176256,898433816,6.782793330609807e+17,898433816.0,"#SocioNoël, 20/12 : Daniel Meier, ""Mariages et identité nationale au Liban"" https://t.co/rjNq0I7bq8",20/12/15,https://twitter.com/CobbleAndFrame/status/678536478478176256,Twitter Web Client,fr,0,1,,
660485fa26e6dce2398669d3,678889178130685952,563629852,6.78888881748648e+17,563629852.0,"Allez et je donne un indice par jour, voire plus (il faut qu'elles partent...).  Indice 1: il y a un lien avec Pierre Bourdieu.",21/12/15,https://twitter.com/balleverte/status/678889178130685952,Twitter Web Client,fr,0,0,,
660485fa26e6dce2398669f1,672491043078541312,1306684022,6.724148245387469e+17,1259698710.0,@ENS_ULM @cdf1530 @Philosophie_ENS @EHESS_fr @CNRS Une voyage riche des idées s'on disposerait considerer des philos des autres  #SocioNoel,03/12/15,https://twitter.com/AnthCasanova2/status/672491043078541312,Twitter Web Client,fr,0,0,,
660485fa26e6dce2398669f7,671673581265420289,802025095,6.716710192670351e+17,802025095.0,Plan du livre. Et la proposition 0: Tout pouvoir symbolique ajoute sa force propre aux rapports de force #SocioNoel https://t.co/pNHutX8Rkp,01/12/15,https://twitter.com/SamuelHayat/status/671673581265420289,Twitter Web Client,fr,0,1,,
660485fa26e6dce2398669fe,685492871026372608,402088362,6.854927151743631e+17,402088362.0,"Germaine Tillion nous démontre que l'oppression des femmes,loin d'être le triste apanage de l'Islam sévit aussi bien dans les pays chrétiens",08/01/16,https://twitter.com/i_nebuleuse/status/685492871026372608,Twitter Web Client,fr,2,0,,
660485fa26e6dce2398669ff,685492989947416576,402088362,6.854928710263726e+17,402088362.0,"que musulmans dont aucun n'a su totalement repousser cet héritage""",08/01/16,https://twitter.com/i_nebuleuse/status/685492989947416576,Twitter Web Client,fr,1,0,,
660485fa26e6dce239866a03,685493570275536897,402088362,6.854934512370278e+17,402088362.0,"Si je l'avais lu avant, j'aurais rajouté une référence à mon #socionoel ! :D",08/01/16,https://twitter.com/i_nebuleuse/status/685493570275536897,Twitter Web Client,fr,0,0,,
660485fa26e6dce239866a0e,679732788363395073,563629852,6.795772331959296e+17,563629852.0,Bon twitter je veux des gagnants à mon grand jeu @balleverte de Noel. Indice bonus: https://t.co/Gwta5enXWo,23/12/15,https://twitter.com/balleverte/status/679732788363395073,Twitter for Android,fr,0,0,,
660485fa26e6dce239866a0f,680144069079773184,206363875,6.80142590969299e+17,206363875.0,"25- Pour finir. Sur la notion d'épistémicide de Sousa de Santos: ""Espistémicides"" de Fatima Khemilat &gt; https://t.co/UigoGFDP0b #SocioNoel",24/12/15,https://twitter.com/thefugitive_/status/680144069079773184,Twitter Web Client,fr,2,3,,
660485fa26e6dce239866a1a,680021472778256385,112405794,6.713600411365581e+17,898433816.0,@CobbleAndFrame #SocioNoel Ce fut une excellente idée et un vrai plaisir ! Merci et bonne fin d'année !,24/12/15,https://twitter.com/bbarbusse/status/680021472778256385,Twitter for iPhone,fr,0,1,,
660485fa26e6dce239866a1d,680006924981649408,1698293742,6.80001151073448e+17,1920860480.0,@sociobd Merci pour cette aventure. A renouveler #SocioNoel,24/12/15,https://twitter.com/IdealTyp/status/680006924981649408,Twitter for Android,fr,0,0,,
660485fa26e6dce239866a22,679990289591865344,117345550,6.799898940983214e+17,117345550.0,"#LT En variant le ton, —par exemple, tenez : Agressif : https://t.co/BVKsPW73Qe Amical https://t.co/3GDI3nXMnQ #SocioNoel",24/12/15,https://twitter.com/Uneheuredepeine/status/679990289591865344,TweetDeck,und,1,4,,
660485fa26e6dce239866a28,679993799666495488,117345550,6.799936400732037e+17,117345550.0,#LT Respectueux : https://t.co/QGOGp8eFw3 Campagnard : Respectueux : https://t.co/QGOGp8eFw3 #SocioNoel,24/12/15,https://twitter.com/Uneheuredepeine/status/679993799666495488,TweetDeck,fr,0,3,,
660485fa26e6dce23986699f,673162171652657152,18565111,6.731391724048138e+17,2382451832.0,@PDufour651 Tu considère ça comme ton #SocioNoel du jour ? (c’est pour la liste),05/12/15,https://twitter.com/bfontn/status/673162171652657152,Twitter Web Client,fr,0,0,,
660485fa26e6dce2398669a7,673104319789576193,1522114842,6.731038165611602e+17,1522114842.0,"#SocioNoel Donc le texte est ""Les Origines de la peinture contemporaine et sa valeur représentative"" de Fernand Léger parut ds le magazine-",05/12/15,https://twitter.com/MissaAndriana/status/673104319789576193,Twitter Web Client,fr,1,3,,
660485fa26e6dce2398669b8,673870140287655936,262671176,6.738682705885307e+17,479549227.0,@Comtesse_Leia Je sais pas à quoi tu réponds. L'itw croisée Lahire/Orléan ?,07/12/15,https://twitter.com/sociosauvage/status/673870140287655936,Twitter Web Client,fr,0,0,,
660485fa26e6dce2398669bc,675256259940114432,898433816,6.749174386984796e+17,898433816.0,"#SocioNoël, 11/12 : Le numéro de ""Mobilization"" sur l'espace et les mobilisations. https://t.co/WwRjqEsK3P https://t.co/au9J4BQWIE",11/12/15,https://twitter.com/CobbleAndFrame/status/675256259940114432,Twitter Web Client,fr,1,2,,
660485fa26e6dce2398669c1,677109410787950592,898433816,6.76723564121301e+17,898433816.0,"#SocioNoël, 16/12 : Jean-Noël Retière, ""Autour de l'autochtonie"" https://t.co/rSGwteQFCU https://t.co/E4TcmuBk0o",16/12/15,https://twitter.com/CobbleAndFrame/status/677109410787950592,Twitter Web Client,fr,2,8,,
660485fa26e6dce2398669c7,679349889185226756,898433816,6.788442806187909e+17,898433816.0,"#SocioNoël, 21/12 : Mohamed Kamel Doraï, ""Les réfugiés palestiniens du Liban, une géographie de l'exil"" https://t.co/z5EsN7lfti",22/12/15,https://twitter.com/CobbleAndFrame/status/679349889185226756,Twitter Web Client,fr,1,1,,
660485fa26e6dce2398669c8,679350948758712320,898433816,6.793498891852268e+17,898433816.0,"#SocioNoël, 22/12 : Mayssun Sukarieh et Stuart Tannock, ""On the Problem of Over-researched Communities"" https://t.co/fJcgMT4DTW",22/12/15,https://twitter.com/CobbleAndFrame/status/679350948758712320,Twitter Web Client,en,0,2,,
660485fa26e6dce2398669cc,679977326839463936,898433816,6.799768429720003e+17,898433816.0,"#SocioNoël, ad vitam : Pierre Bourdieu, ""L'assassinat de Maurice Halbwachs"". https://t.co/7XdextuTun",24/12/15,https://twitter.com/CobbleAndFrame/status/679977326839463936,Twitter Web Client,fr,0,1,,
660485fa26e6dce2398669d4,679050781585235968,563629852,6.78889178130686e+17,563629852.0,Indice 2: L'auteurE n'a toujours pas été citée dans Socio Noel,21/12/15,https://twitter.com/balleverte/status/679050781585235968,Twitter Web Client,fr,0,0,,
660485fa26e6dce2398669d6,679285007647657984,563629852,6.790590095513764e+17,563629852.0,Indice 3 : l'ouvrage est la publication d'une thèse soutenue à l'EHESS dans les années 1990. :),22/12/15,https://twitter.com/balleverte/status/679285007647657984,Twitter Web Client,fr,0,0,,
660485fa26e6dce2398669f5,671675264649338880,262671176,6.71674675806761e+17,262671176.0,"#SocioNoel Ensuite, sans être un grand théoricien, il développe plein de petits trucs assez indispensables pour penser le monde social.",01/12/15,https://twitter.com/sociosauvage/status/671675264649338880,Twitter Web Client,fr,1,1,,
660485fa26e6dce2398669fd,685492715174363137,402088362,6.854924476407112e+17,402088362.0,"Extrait de la présentation aux éditions du Seuil : "" Un classique sur la condition féminine dans le pourtour méditerranéen",08/01/16,https://twitter.com/i_nebuleuse/status/685492715174363137,Twitter Web Client,fr,1,0,,
660485fa26e6dce239866a00,685493163486801921,402088362,6.854929899474166e+17,402088362.0,"Le moins qu'on puisse dire c'est que ce résumé est concis, mais elle développe surtout l'histoire des structures sociales de cette",08/01/16,https://twitter.com/i_nebuleuse/status/685493163486801921,Twitter Web Client,fr,1,0,,
660485fa26e6dce239866a11,680128313172594688,302847514,6.80121113788158e+17,4267764334.0,@Gerome_Truc @editions_PUF j'adore (la topographie légendaire des evangiles en Terre Sainte) #SocioNoel #PassionHalbwachs,24/12/15,https://twitter.com/RegSchlag/status/680128313172594688,Twitter for Android,fr,2,1,,
660485fa26e6dce239866a23,679990634967646208,117345550,6.799902895918653e+17,117345550.0,#LT Descriptif : https://t.co/nVbLlEmO45 (chapitre sur la description) Curieux : https://t.co/OcfPzdMOhl #SocioNoel,24/12/15,https://twitter.com/Uneheuredepeine/status/679990634967646208,TweetDeck,fr,0,2,,
660485fa26e6dce239866a24,679991428232142849,117345550,6.799906349676462e+17,117345550.0,#LT Gracieux : https://t.co/DcafeXJmmv Truculent : https://t.co/F9erUG3BUB #SocioNoel,24/12/15,https://twitter.com/Uneheuredepeine/status/679991428232142849,TweetDeck,fr,1,3,,
660485fa26e6dce239866a2e,679940799711309824,2951011883,6.797742912405873e+17,117345550.0,"@Uneheuredepeine Lecture #SocioNoel pour le D-day : Le Père Noël supplicié, par Lévi-Strauss. A moins que je ne l'ai pas vu passer...",24/12/15,https://twitter.com/JPatarinJossec/status/679940799711309824,Twitter for Android,fr,1,0,,
660485fa26e6dce239866a60,674235801354575872,262671176,6.742356637016474e+17,262671176.0,#SocioNoel Un extrait dispo ici : https://t.co/Krci71HmPl,08/12/15,https://twitter.com/sociosauvage/status/674235801354575872,Twitter Web Client,fr,0,1,,
660485fa26e6dce239866a5f,674235663701647360,262671176,6.742351942542213e+17,262671176.0,#SocioNoel Très utile aussi pour voir comment la socio peut servir dans la vie quotidienne.,08/12/15,https://twitter.com/sociosauvage/status/674235663701647360,Twitter Web Client,fr,0,0,,
